"Estado","Semana_Epidemiologica","Anio","Incidencia","n","fecha"
"TABASCO",38,2018,31,31,"2018-09-16"
"HIDALGO",38,2018,33,33,"2018-09-16"
"NAYARIT",38,2018,35,35,"2018-09-16"
"TAMAULIPAS",38,2018,43,43,"2018-09-16"
"NUEVO LEÓN",38,2018,265,265,"2018-09-16"
"YUCATÁN",38,2018,20,20,"2018-09-16"
"COLIMA",38,2018,70,70,"2018-09-16"
"GUANAJUATO",38,2018,25,25,"2018-09-16"
"MÉXICO",38,2018,38,38,"2018-09-16"
"CAMPECHE",38,2018,9,9,"2018-09-16"
"SONORA",38,2018,24,24,"2018-09-16"
"SINALOA",38,2018,63,63,"2018-09-16"
"BAJA CALIFORNIA SUR",38,2018,595,595,"2018-09-16"
"COAHUILA",38,2018,32,32,"2018-09-16"
"QUERÉTARO",38,2018,3,3,"2018-09-16"
"AGUASCALIENTES",38,2018,0,0,"2018-09-16"
"CHIHUAHUA",38,2018,2,2,"2018-09-16"
"ZACATECAS",38,2018,3,3,"2018-09-16"
"BAJA CALIFORNIA",38,2018,1,1,"2018-09-16"
"CIUDAD DE MÉXICO",38,2018,5,5,"2018-09-16"
"DURANGO",38,2018,3,3,"2018-09-16"
"TLAXCALA",38,2018,0,0,"2018-09-16"
"VERACRUZ",39,2018,968,968,"2018-09-23"
"JALISCO",39,2018,1378,1378,"2018-09-23"
"CHIAPAS",39,2018,473,473,"2018-09-23"
"OAXACA",39,2018,376,376,"2018-09-23"
"QUINTANA ROO",39,2018,38,38,"2018-09-23"
"PUEBLA",39,2018,33,33,"2018-09-23"
"MORELOS",39,2018,47,47,"2018-09-23"
"SAN LUIS POTOSÍ",39,2018,129,129,"2018-09-23"
"MICHOACÁN",39,2018,99,99,"2018-09-23"
"GUERRERO",39,2018,61,61,"2018-09-23"
"TABASCO",39,2018,23,23,"2018-09-23"
"HIDALGO",39,2018,21,21,"2018-09-23"
"NAYARIT",39,2018,33,33,"2018-09-23"
"TAMAULIPAS",39,2018,49,49,"2018-09-23"
"YUCATÁN",39,2018,21,21,"2018-09-23"
"NUEVO LEÓN",39,2018,275,275,"2018-09-23"
"COLIMA",39,2018,40,40,"2018-09-23"
"GUANAJUATO",39,2018,23,23,"2018-09-23"
"SONORA",39,2018,46,46,"2018-09-23"
"MÉXICO",39,2018,33,33,"2018-09-23"
"CAMPECHE",39,2018,7,7,"2018-09-23"
"SINALOA",39,2018,99,99,"2018-09-23"
"BAJA CALIFORNIA SUR",39,2018,216,216,"2018-09-23"
"COAHUILA",39,2018,35,35,"2018-09-23"
"QUERÉTARO",39,2018,3,3,"2018-09-23"
"CHIHUAHUA",39,2018,0,0,"2018-09-23"
"AGUASCALIENTES",39,2018,1,1,"2018-09-23"
"ZACATECAS",39,2018,1,1,"2018-09-23"
"BAJA CALIFORNIA",39,2018,2,2,"2018-09-23"
"CIUDAD DE MÉXICO",39,2018,13,13,"2018-09-23"
"DURANGO",39,2018,3,3,"2018-09-23"
"TLAXCALA",39,2018,0,0,"2018-09-23"
"VERACRUZ",40,2018,925,925,"2018-09-30"
"JALISCO",40,2018,775,775,"2018-09-30"
"CHIAPAS",40,2018,549,549,"2018-09-30"
"OAXACA",40,2018,337,337,"2018-09-30"
"QUINTANA ROO",40,2018,38,38,"2018-09-30"
"MORELOS",40,2018,58,58,"2018-09-30"
"PUEBLA",40,2018,34,34,"2018-09-30"
"SAN LUIS POTOSÍ",40,2018,161,161,"2018-09-30"
"MICHOACÁN",40,2018,86,86,"2018-09-30"
"GUERRERO",40,2018,56,56,"2018-09-30"
"HIDALGO",40,2018,7,7,"2018-09-30"
"TABASCO",40,2018,47,47,"2018-09-30"
"NAYARIT",40,2018,35,35,"2018-09-30"
"YUCATÁN",40,2018,36,36,"2018-09-30"
"NUEVO LEÓN",40,2018,392,392,"2018-09-30"
"TAMAULIPAS",40,2018,140,140,"2018-09-30"
"COLIMA",40,2018,48,48,"2018-09-30"
"GUANAJUATO",40,2018,29,29,"2018-09-30"
"SONORA",40,2018,29,29,"2018-09-30"
"MÉXICO",40,2018,22,22,"2018-09-30"
"CAMPECHE",40,2018,8,8,"2018-09-30"
"SINALOA",40,2018,114,114,"2018-09-30"
"BAJA CALIFORNIA SUR",40,2018,129,129,"2018-09-30"
"COAHUILA",40,2018,52,52,"2018-09-30"
"CHIHUAHUA",40,2018,1,1,"2018-09-30"
"QUERÉTARO",40,2018,0,0,"2018-09-30"
"AGUASCALIENTES",40,2018,0,0,"2018-09-30"
"ZACATECAS",40,2018,3,3,"2018-09-30"
"BAJA CALIFORNIA",40,2018,2,2,"2018-09-30"
"CIUDAD DE MÉXICO",40,2018,6,6,"2018-09-30"
"DURANGO",40,2018,0,0,"2018-09-30"
"TLAXCALA",40,2018,4,4,"2018-09-30"
"VERACRUZ",41,2018,1172,1172,"2018-10-07"
"JALISCO",41,2018,916,916,"2018-10-07"
"CHIAPAS",41,2018,581,581,"2018-10-07"
"OAXACA",41,2018,342,342,"2018-10-07"
"PUEBLA",41,2018,56,56,"2018-10-07"
"QUINTANA ROO",41,2018,36,36,"2018-10-07"
"MORELOS",41,2018,53,53,"2018-10-07"
"SAN LUIS POTOSÍ",41,2018,180,180,"2018-10-07"
"MICHOACÁN",41,2018,98,98,"2018-10-07"
"GUERRERO",41,2018,67,67,"2018-10-07"
"HIDALGO",41,2018,15,15,"2018-10-07"
"TABASCO",41,2018,63,63,"2018-10-07"
"NAYARIT",41,2018,50,50,"2018-10-07"
"NUEVO LEÓN",41,2018,578,578,"2018-10-07"
"YUCATÁN",41,2018,29,29,"2018-10-07"
"TAMAULIPAS",41,2018,140,140,"2018-10-07"
"COLIMA",41,2018,58,58,"2018-10-07"
"SONORA",41,2018,26,26,"2018-10-07"
"GUANAJUATO",41,2018,38,38,"2018-10-07"
"CAMPECHE",41,2018,8,8,"2018-10-07"
"MÉXICO",41,2018,19,19,"2018-10-07"
"SINALOA",41,2018,183,183,"2018-10-07"
"BAJA CALIFORNIA SUR",41,2018,104,104,"2018-10-07"
"CHIHUAHUA",41,2018,0,0,"2018-10-07"
"COAHUILA",41,2018,59,59,"2018-10-07"
"DURANGO",41,2018,1,1,"2018-10-07"
"QUERÉTARO",41,2018,2,2,"2018-10-07"
"ZACATECAS",41,2018,1,1,"2018-10-07"
"AGUASCALIENTES",41,2018,0,0,"2018-10-07"
"BAJA CALIFORNIA",41,2018,1,1,"2018-10-07"
"CIUDAD DE MÉXICO",41,2018,0,0,"2018-10-07"
"TLAXCALA",41,2018,2,2,"2018-10-07"
"JALISCO",43,2018,1763,1763,"2018-10-21"
"VERACRUZ",43,2018,2156,2156,"2018-10-21"
"CHIAPAS",43,2018,1022,1022,"2018-10-21"
"OAXACA",43,2018,620,620,"2018-10-21"
"PUEBLA",43,2018,74,74,"2018-10-21"
"SAN LUIS POTOSÍ",43,2018,322,322,"2018-10-21"
"QUINTANA ROO",43,2018,130,130,"2018-10-21"
"MORELOS",43,2018,143,143,"2018-10-21"
"MICHOACÁN",43,2018,190,190,"2018-10-21"
"HIDALGO",43,2018,23,23,"2018-10-21"
"GUERRERO",43,2018,227,227,"2018-10-21"
"TABASCO",43,2018,159,159,"2018-10-21"
"NUEVO LEÓN",43,2018,1326,1326,"2018-10-21"
"NAYARIT",43,2018,78,78,"2018-10-21"
"YUCATÁN",43,2018,81,81,"2018-10-21"
"TAMAULIPAS",43,2018,152,152,"2018-10-21"
"SONORA",43,2018,220,220,"2018-10-21"
"COLIMA",43,2018,110,110,"2018-10-21"
"GUANAJUATO",43,2018,251,251,"2018-10-21"
"CAMPECHE",43,2018,16,16,"2018-10-21"
"SINALOA",43,2018,377,377,"2018-10-21"
"BAJA CALIFORNIA SUR",43,2018,241,241,"2018-10-21"
"MÉXICO",43,2018,37,37,"2018-10-21"
"CHIHUAHUA",43,2018,0,0,"2018-10-21"
"COAHUILA",43,2018,218,218,"2018-10-21"
"DURANGO",43,2018,2,2,"2018-10-21"
"ZACATECAS",43,2018,5,5,"2018-10-21"
"QUERÉTARO",43,2018,33,33,"2018-10-21"
"AGUASCALIENTES",43,2018,0,0,"2018-10-21"
"BAJA CALIFORNIA",43,2018,11,11,"2018-10-21"
"CIUDAD DE MÉXICO",43,2018,12,12,"2018-10-21"
"TLAXCALA",43,2018,0,0,"2018-10-21"
"JALISCO",44,2018,992,992,"2018-10-28"
"VERACRUZ",44,2018,747,747,"2018-10-28"
"CHIAPAS",44,2018,385,385,"2018-10-28"
"OAXACA",44,2018,215,215,"2018-10-28"
"PUEBLA",44,2018,25,25,"2018-10-28"
"QUINTANA ROO",44,2018,47,47,"2018-10-28"
"SAN LUIS POTOSÍ",44,2018,88,88,"2018-10-28"
"MORELOS",44,2018,25,25,"2018-10-28"
"MICHOACÁN",44,2018,68,68,"2018-10-28"
"HIDALGO",44,2018,12,12,"2018-10-28"
"GUERRERO",44,2018,60,60,"2018-10-28"
"TABASCO",44,2018,76,76,"2018-10-28"
"NUEVO LEÓN",44,2018,251,251,"2018-10-28"
"NAYARIT",44,2018,100,100,"2018-10-28"
"YUCATÁN",44,2018,30,30,"2018-10-28"
"TAMAULIPAS",44,2018,63,63,"2018-10-28"
"SONORA",44,2018,79,79,"2018-10-28"
"COLIMA",44,2018,60,60,"2018-10-28"
"GUANAJUATO",44,2018,62,62,"2018-10-28"
"SINALOA",44,2018,163,163,"2018-10-28"
"CAMPECHE",44,2018,13,13,"2018-10-28"
"BAJA CALIFORNIA SUR",44,2018,104,104,"2018-10-28"
"MÉXICO",44,2018,7,7,"2018-10-28"
"DURANGO",44,2018,1,1,"2018-10-28"
"COAHUILA",44,2018,84,84,"2018-10-28"
"ZACATECAS",44,2018,0,0,"2018-10-28"
"CHIHUAHUA",44,2018,0,0,"2018-10-28"
"QUERÉTARO",44,2018,1,1,"2018-10-28"
"AGUASCALIENTES",44,2018,1,1,"2018-10-28"
"BAJA CALIFORNIA",44,2018,1,1,"2018-10-28"
"CIUDAD DE MÉXICO",44,2018,3,3,"2018-10-28"
"TLAXCALA",44,2018,0,0,"2018-10-28"
"JALISCO",45,2018,1126,1126,"2018-11-04"
"VERACRUZ",45,2018,861,861,"2018-11-04"
"CHIAPAS",45,2018,252,252,"2018-11-04"
"OAXACA",45,2018,267,267,"2018-11-04"
"PUEBLA",45,2018,28,28,"2018-11-04"
"SAN LUIS POTOSÍ",45,2018,112,112,"2018-11-04"
"QUINTANA ROO",45,2018,86,86,"2018-11-04"
"MORELOS",45,2018,64,64,"2018-11-04"
"MICHOACÁN",45,2018,85,85,"2018-11-04"
"HIDALGO",45,2018,19,19,"2018-11-04"
"GUERRERO",45,2018,63,63,"2018-11-04"
"TABASCO",45,2018,70,70,"2018-11-04"
"NUEVO LEÓN",45,2018,435,435,"2018-11-04"
"NAYARIT",45,2018,98,98,"2018-11-04"
"YUCATÁN",45,2018,41,41,"2018-11-04"
"TAMAULIPAS",45,2018,82,82,"2018-11-04"
"SONORA",45,2018,63,63,"2018-11-04"
"COLIMA",45,2018,57,57,"2018-11-04"
"GUANAJUATO",45,2018,16,16,"2018-11-04"
"SINALOA",45,2018,161,161,"2018-11-04"
"CAMPECHE",45,2018,6,6,"2018-11-04"
"COAHUILA",45,2018,94,94,"2018-11-04"
"BAJA CALIFORNIA SUR",45,2018,120,120,"2018-11-04"
"DURANGO",45,2018,1,1,"2018-11-04"
"MÉXICO",45,2018,10,10,"2018-11-04"
"ZACATECAS",45,2018,0,0,"2018-11-04"
"CHIHUAHUA",45,2018,1,1,"2018-11-04"
"QUERÉTARO",45,2018,0,0,"2018-11-04"
"AGUASCALIENTES",45,2018,0,0,"2018-11-04"
"BAJA CALIFORNIA",45,2018,1,1,"2018-11-04"
"CIUDAD DE MÉXICO",45,2018,20,20,"2018-11-04"
"TLAXCALA",45,2018,1,1,"2018-11-04"
"JALISCO",46,2018,784,784,"2018-11-11"
"VERACRUZ",46,2018,745,745,"2018-11-11"
"CHIAPAS",46,2018,215,215,"2018-11-11"
"OAXACA",46,2018,170,170,"2018-11-11"
"PUEBLA",46,2018,30,30,"2018-11-11"
"SAN LUIS POTOSÍ",46,2018,2041,2041,"2018-11-11"
"QUINTANA ROO",46,2018,90,90,"2018-11-11"
"MORELOS",46,2018,53,53,"2018-11-11"
"MICHOACÁN",46,2018,65,65,"2018-11-11"
"HIDALGO",46,2018,13,13,"2018-11-11"
"GUERRERO",46,2018,51,51,"2018-11-11"
"TABASCO",46,2018,67,67,"2018-11-11"
"NAYARIT",46,2018,134,134,"2018-11-11"
"NUEVO LEÓN",46,2018,314,314,"2018-11-11"
"YUCATÁN",46,2018,17,17,"2018-11-11"
"TAMAULIPAS",46,2018,52,52,"2018-11-11"
"SONORA",46,2018,39,39,"2018-11-11"
"COLIMA",46,2018,63,63,"2018-11-11"
"GUANAJUATO",46,2018,6,6,"2018-11-11"
"SINALOA",46,2018,104,104,"2018-11-11"
"COAHUILA",46,2018,108,108,"2018-11-11"
"CAMPECHE",46,2018,6,6,"2018-11-11"
"BAJA CALIFORNIA SUR",46,2018,98,98,"2018-11-11"
"DURANGO",46,2018,0,0,"2018-11-11"
"ZACATECAS",46,2018,1,1,"2018-11-11"
"MÉXICO",46,2018,26,26,"2018-11-11"
"CHIHUAHUA",46,2018,0,0,"2018-11-11"
"QUERÉTARO",46,2018,35,35,"2018-11-11"
"AGUASCALIENTES",46,2018,0,0,"2018-11-11"
"BAJA CALIFORNIA",46,2018,2,2,"2018-11-11"
"CIUDAD DE MÉXICO",46,2018,4,4,"2018-11-11"
"TLAXCALA",46,2018,1,1,"2018-11-11"
"JALISCO",47,2018,576,576,"2018-11-18"
"VERACRUZ",47,2018,498,498,"2018-11-18"
"CHIAPAS",47,2018,157,157,"2018-11-18"
"OAXACA",47,2018,122,122,"2018-11-18"
"PUEBLA",47,2018,31,31,"2018-11-18"
"QUINTANA ROO",47,2018,29,29,"2018-11-18"
"SAN LUIS POTOSÍ",47,2018,194,194,"2018-11-18"
"MORELOS",47,2018,36,36,"2018-11-18"
"MICHOACÁN",47,2018,51,51,"2018-11-18"
"HIDALGO",47,2018,2,2,"2018-11-18"
"TABASCO",47,2018,29,29,"2018-11-18"
"GUERRERO",47,2018,49,49,"2018-11-18"
"NAYARIT",47,2018,86,86,"2018-11-18"
"NUEVO LEÓN",47,2018,115,115,"2018-11-18"
"YUCATÁN",47,2018,16,16,"2018-11-18"
"SONORA",47,2018,25,25,"2018-11-18"
"TAMAULIPAS",47,2018,34,34,"2018-11-18"
"COLIMA",47,2018,27,27,"2018-11-18"
"GUANAJUATO",47,2018,8,8,"2018-11-18"
"SINALOA",47,2018,80,80,"2018-11-18"
"COAHUILA",47,2018,29,29,"2018-11-18"
"CAMPECHE",47,2018,0,0,"2018-11-18"
"BAJA CALIFORNIA SUR",47,2018,84,84,"2018-11-18"
"ZACATECAS",47,2018,0,0,"2018-11-18"
"DURANGO",47,2018,1,1,"2018-11-18"
"MÉXICO",47,2018,10,10,"2018-11-18"
"CHIHUAHUA",47,2018,0,0,"2018-11-18"
"QUERÉTARO",47,2018,2,2,"2018-11-18"
"AGUASCALIENTES",47,2018,0,0,"2018-11-18"
"BAJA CALIFORNIA",47,2018,3,3,"2018-11-18"
"CIUDAD DE MÉXICO",47,2018,2,2,"2018-11-18"
"TLAXCALA",47,2018,1,1,"2018-11-18"
"JALISCO",48,2018,405,405,"2018-11-25"
"VERACRUZ",48,2018,452,452,"2018-11-25"
"CHIAPAS",48,2018,105,105,"2018-11-25"
"PUEBLA",48,2018,20,20,"2018-11-25"
"OAXACA",48,2018,134,134,"2018-11-25"
"QUINTANA ROO",48,2018,54,54,"2018-11-25"
"SAN LUIS POTOSÍ",48,2018,54,54,"2018-11-25"
"MORELOS",48,2018,1487,1487,"2018-11-25"
"MICHOACÁN",48,2018,50,50,"2018-11-25"
"HIDALGO",48,2018,3,3,"2018-11-25"
"TABASCO",48,2018,65,65,"2018-11-25"
"GUERRERO",48,2018,50,50,"2018-11-25"
"NAYARIT",48,2018,46,46,"2018-11-25"
"NUEVO LEÓN",48,2018,42,42,"2018-11-25"
"YUCATÁN",48,2018,19,19,"2018-11-25"
"SONORA",48,2018,37,37,"2018-11-25"
"TAMAULIPAS",48,2018,37,37,"2018-11-25"
"COLIMA",48,2018,29,29,"2018-11-25"
"GUANAJUATO",48,2018,9,9,"2018-11-25"
"SINALOA",48,2018,69,69,"2018-11-25"
"COAHUILA",48,2018,17,17,"2018-11-25"
"CAMPECHE",48,2018,3,3,"2018-11-25"
"BAJA CALIFORNIA SUR",48,2018,72,72,"2018-11-25"
"ZACATECAS",48,2018,0,0,"2018-11-25"
"DURANGO",48,2018,1,1,"2018-11-25"
"MÉXICO",48,2018,7,7,"2018-11-25"
"CHIHUAHUA",48,2018,2,2,"2018-11-25"
"QUERÉTARO",48,2018,1,1,"2018-11-25"
"AGUASCALIENTES",48,2018,0,0,"2018-11-25"
"BAJA CALIFORNIA",48,2018,0,0,"2018-11-25"
"CIUDAD DE MÉXICO",48,2018,2,2,"2018-11-25"
"TLAXCALA",48,2018,0,0,"2018-11-25"
"JALISCO",49,2018,334,334,"2018-12-02"
"VERACRUZ",49,2018,521,521,"2018-12-02"
"CHIAPAS",49,2018,125,125,"2018-12-02"
"QUINTANA ROO",49,2018,50,50,"2018-12-02"
"OAXACA",49,2018,113,113,"2018-12-02"
"PUEBLA",49,2018,11,11,"2018-12-02"
"SAN LUIS POTOSÍ",49,2018,42,42,"2018-12-02"
"MORELOS",49,2018,71,71,"2018-12-02"
"MICHOACÁN",49,2018,39,39,"2018-12-02"
"HIDALGO",49,2018,5,5,"2018-12-02"
"TABASCO",49,2018,27,27,"2018-12-02"
"GUERRERO",49,2018,38,38,"2018-12-02"
"NAYARIT",49,2018,33,33,"2018-12-02"
"NUEVO LEÓN",49,2018,28,28,"2018-12-02"
"YUCATÁN",49,2018,22,22,"2018-12-02"
"SONORA",49,2018,21,21,"2018-12-02"
"TAMAULIPAS",49,2018,42,42,"2018-12-02"
"COLIMA",49,2018,36,36,"2018-12-02"
"GUANAJUATO",49,2018,5,5,"2018-12-02"
"SINALOA",49,2018,53,53,"2018-12-02"
"COAHUILA",49,2018,13,13,"2018-12-02"
"CAMPECHE",49,2018,3,3,"2018-12-02"
"BAJA CALIFORNIA SUR",49,2018,70,70,"2018-12-02"
"ZACATECAS",49,2018,0,0,"2018-12-02"
"MÉXICO",49,2018,4,4,"2018-12-02"
"DURANGO",49,2018,0,0,"2018-12-02"
"CHIHUAHUA",49,2018,0,0,"2018-12-02"
"QUERÉTARO",49,2018,0,0,"2018-12-02"
"AGUASCALIENTES",49,2018,0,0,"2018-12-02"
"BAJA CALIFORNIA",49,2018,1,1,"2018-12-02"
"CIUDAD DE MÉXICO",49,2018,4,4,"2018-12-02"
"TLAXCALA",49,2018,0,0,"2018-12-02"
"JALISCO",50,2018,342,342,"2018-12-09"
"VERACRUZ",50,2018,415,415,"2018-12-09"
"CHIAPAS",50,2018,98,98,"2018-12-09"
"QUINTANA ROO",50,2018,55,55,"2018-12-09"
"OAXACA",50,2018,119,119,"2018-12-09"
"PUEBLA",50,2018,11,11,"2018-12-09"
"SAN LUIS POTOSÍ",50,2018,16,16,"2018-12-09"
"MORELOS",50,2018,21,21,"2018-12-09"
"MICHOACÁN",50,2018,35,35,"2018-12-09"
"HIDALGO",50,2018,7,7,"2018-12-09"
"TABASCO",50,2018,33,33,"2018-12-09"
"GUERRERO",50,2018,33,33,"2018-12-09"
"NAYARIT",50,2018,27,27,"2018-12-09"
"NUEVO LEÓN",50,2018,39,39,"2018-12-09"
"YUCATÁN",50,2018,18,18,"2018-12-09"
"SONORA",50,2018,19,19,"2018-12-09"
"TAMAULIPAS",50,2018,25,25,"2018-12-09"
"COLIMA",50,2018,42,42,"2018-12-09"
"GUANAJUATO",50,2018,2,2,"2018-12-09"
"SINALOA",50,2018,30,30,"2018-12-09"
"COAHUILA",50,2018,9,9,"2018-12-09"
"CAMPECHE",50,2018,0,0,"2018-12-09"
"BAJA CALIFORNIA SUR",50,2018,59,59,"2018-12-09"
"ZACATECAS",50,2018,0,0,"2018-12-09"
"MÉXICO",50,2018,5,5,"2018-12-09"
"DURANGO",50,2018,0,0,"2018-12-09"
"CHIHUAHUA",50,2018,0,0,"2018-12-09"
"QUERÉTARO",50,2018,3,3,"2018-12-09"
"AGUASCALIENTES",50,2018,0,0,"2018-12-09"
"BAJA CALIFORNIA",50,2018,0,0,"2018-12-09"
"CIUDAD DE MÉXICO",50,2018,1,1,"2018-12-09"
"TLAXCALA",50,2018,0,0,"2018-12-09"
"JALISCO",51,2018,194,194,"2018-12-16"
"VERACRUZ",51,2018,280,280,"2018-12-16"
"CHIAPAS",51,2018,74,74,"2018-12-16"
"QUINTANA ROO",51,2018,43,43,"2018-12-16"
"OAXACA",51,2018,57,57,"2018-12-16"
"PUEBLA",51,2018,4,4,"2018-12-16"
"SAN LUIS POTOSÍ",51,2018,16,16,"2018-12-16"
"MORELOS",51,2018,20,20,"2018-12-16"
"MICHOACÁN",51,2018,44,44,"2018-12-16"
"TABASCO",51,2018,34,34,"2018-12-16"
"HIDALGO",51,2018,1,1,"2018-12-16"
"GUERRERO",51,2018,18,18,"2018-12-16"
"NAYARIT",51,2018,13,13,"2018-12-16"
"NUEVO LEÓN",51,2018,16,16,"2018-12-16"
"YUCATÁN",51,2018,6,6,"2018-12-16"
"SONORA",51,2018,12,12,"2018-12-16"
"TAMAULIPAS",51,2018,13,13,"2018-12-16"
"COLIMA",51,2018,22,22,"2018-12-16"
"SINALOA",51,2018,40,40,"2018-12-16"
"GUANAJUATO",51,2018,1,1,"2018-12-16"
"COAHUILA",51,2018,1,1,"2018-12-16"
"CAMPECHE",51,2018,1,1,"2018-12-16"
"BAJA CALIFORNIA SUR",51,2018,65,65,"2018-12-16"
"ZACATECAS",51,2018,0,0,"2018-12-16"
"MÉXICO",51,2018,3,3,"2018-12-16"
"DURANGO",51,2018,0,0,"2018-12-16"
"CHIHUAHUA",51,2018,0,0,"2018-12-16"
"QUERÉTARO",51,2018,2,2,"2018-12-16"
"AGUASCALIENTES",51,2018,0,0,"2018-12-16"
"BAJA CALIFORNIA",51,2018,1,1,"2018-12-16"
"CIUDAD DE MÉXICO",51,2018,0,0,"2018-12-16"
"TLAXCALA",51,2018,0,0,"2018-12-16"
"JALISCO",52,2018,83,83,"2018-12-23"
"VERACRUZ",52,2018,145,145,"2018-12-23"
"CHIAPAS",52,2018,58,58,"2018-12-23"
"QUINTANA ROO",52,2018,35,35,"2018-12-23"
"OAXACA",52,2018,18,18,"2018-12-23"
"PUEBLA",52,2018,3,3,"2018-12-23"
"SAN LUIS POTOSÍ",52,2018,5,5,"2018-12-23"
"MORELOS",52,2018,10,10,"2018-12-23"
"MICHOACÁN",52,2018,19,19,"2018-12-23"
"TABASCO",52,2018,13,13,"2018-12-23"
"HIDALGO",52,2018,0,0,"2018-12-23"
"GUERRERO",52,2018,9,9,"2018-12-23"
"NUEVO LEÓN",52,2018,9,9,"2018-12-23"
"NAYARIT",52,2018,7,7,"2018-12-23"
"YUCATÁN",52,2018,12,12,"2018-12-23"
"SONORA",52,2018,2,2,"2018-12-23"
"TAMAULIPAS",52,2018,10,10,"2018-12-23"
"COLIMA",52,2018,12,12,"2018-12-23"
"SINALOA",52,2018,11,11,"2018-12-23"
"GUANAJUATO",52,2018,0,0,"2018-12-23"
"COAHUILA",52,2018,0,0,"2018-12-23"
"CAMPECHE",52,2018,0,0,"2018-12-23"
"BAJA CALIFORNIA SUR",52,2018,15,15,"2018-12-23"
"ZACATECAS",52,2018,0,0,"2018-12-23"
"MÉXICO",52,2018,2,2,"2018-12-23"
"DURANGO",52,2018,0,0,"2018-12-23"
"CHIHUAHUA",52,2018,0,0,"2018-12-23"
"QUERÉTARO",52,2018,1,1,"2018-12-23"
"AGUASCALIENTES",52,2018,0,0,"2018-12-23"
"BAJA CALIFORNIA",52,2018,0,0,"2018-12-23"
"CIUDAD DE MÉXICO",52,2018,2,2,"2018-12-23"
"TLAXCALA",52,2018,0,0,"2018-12-23"
"AGUASCALIENTES",1,2019,0,0,"2018-12-30"
"BAJA CALIFORNIA",1,2019,0,0,"2018-12-30"
"BAJA CALIFORNIA SUR",1,2019,4,4,"2018-12-30"
"CAMPECHE",1,2019,0,0,"2018-12-30"
"COAHUILA",1,2019,0,0,"2018-12-30"
"COLIMA",1,2019,1,1,"2018-12-30"
"CHIAPAS",1,2019,4,4,"2018-12-30"
"CHIHUAHUA",1,2019,0,0,"2018-12-30"
"CIUDAD DE MÉXICO",1,2019,0,0,"2018-12-30"
"DURANGO",1,2019,0,0,"2018-12-30"
"GUANAJUATO",1,2019,1,1,"2018-12-30"
"GUERRERO",1,2019,4,4,"2018-12-30"
"HIDALGO",1,2019,0,0,"2018-12-30"
"JALISCO",1,2019,20,20,"2018-12-30"
"MÉXICO",1,2019,0,0,"2018-12-30"
"MICHOACÁN",1,2019,2,2,"2018-12-30"
"MORELOS",1,2019,1,1,"2018-12-30"
"NAYARIT",1,2019,1,1,"2018-12-30"
"NUEVO LEÓN",1,2019,2,2,"2018-12-30"
"OAXACA",1,2019,7,7,"2018-12-30"
"PUEBLA",1,2019,0,0,"2018-12-30"
"QUERÉTARO",1,2019,0,0,"2018-12-30"
"QUINTANA ROO",1,2019,13,13,"2018-12-30"
"SAN LUIS POTOSÍ",1,2019,0,0,"2018-12-30"
"SINALOA",1,2019,3,3,"2018-12-30"
"SONORA",1,2019,0,0,"2018-12-30"
"TABASCO",1,2019,3,3,"2018-12-30"
"TAMAULIPAS",1,2019,0,0,"2018-12-30"
"TLAXCALA",1,2019,0,0,"2018-12-30"
"VERACRUZ",1,2019,21,21,"2018-12-30"
"YUCATÁN",1,2019,2,2,"2018-12-30"
"ZACATECAS",1,2019,0,0,"2018-12-30"
"VERACRUZ",2,2019,197,197,"2019-01-06"
"TABASCO",2,2019,38,38,"2019-01-06"
"YUCATAN",2,2019,9,9,"2019-01-06"
"GUERRERO",2,2019,18,18,"2019-01-06"
"MORELOS",2,2019,13,13,"2019-01-06"
"QUINTANA ROO",2,2019,70,70,"2019-01-06"
"CHIAPAS",2,2019,49,49,"2019-01-06"
"MICHOACÁN",2,2019,28,28,"2019-01-06"
"SINALOA",2,2019,14,14,"2019-01-06"
"COAHUILA",2,2019,0,0,"2019-01-06"
"JALISCO",2,2019,114,114,"2019-01-06"
"AGUASCALIENTES",2,2019,0,0,"2019-01-06"
"BAJA CALIFORNIA",2,2019,0,0,"2019-01-06"
